"id","time","censored","total_charges","monthly_charges","contract","payment_method","paperless","gender","senior","partner","dependents","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
6534,28,1,2998,105.8,"Month-to-month","Electronic check","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
6535,53,1,5206.55,96.75,"One year","Mailed check","Yes","Female","Yes","No","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes"
6536,35,0,3626.1,102.35,"One year","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes"
6537,1,1,24.4,24.4,"Month-to-month","Mailed check","No","Male","No","No","No","No","No phone service","DSL","No","No","No","No","No","No"
6538,70,0,7968.85,115.65,"One year","Credit card (automatic)","No","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
6539,2,0,152.45,79.85,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","No"
6540,26,1,1959.5,73.05,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","Yes","No","DSL","No","Yes","No","Yes","Yes","Yes"
6541,34,1,2053.05,64.35,"One year","Electronic check","No","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","Yes"
6542,19,1,398.55,20.5,"Two year","Mailed check","No","Female","No","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6543,15,0,1130.85,76,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6544,62,1,3425.35,54.75,"One year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","Yes","No","No","No"
6545,42,0,4323.45,104.75,"Month-to-month","Bank transfer (automatic)","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
6546,9,0,703.55,74.65,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","No","Yes","Yes"
6547,24,1,1275.7,51.15,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No"
6548,68,1,2965.75,41.95,"Two year","Electronic check","Yes","Male","Yes","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","No","No","No"
6549,31,1,1647,54.35,"Month-to-month","Mailed check","No","Male","No","Yes","Yes","Yes","No","DSL","No","No","Yes","Yes","No","No"
6550,1,0,56.25,56.25,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","Yes"
6551,21,0,2249.95,106.1,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
6552,63,1,6109.75,96,"One year","Electronic check","Yes","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes"
6553,2,0,159.4,79.75,"Month-to-month","Bank transfer (automatic)","Yes","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes"
6554,61,1,3751.15,61.45,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes"
6555,1,0,68.65,68.65,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
6556,18,1,411.25,19.65,"One year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6557,6,1,105.5,19,"One year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6558,33,1,3320.6,100,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
6559,16,0,327.45,20.25,"Month-to-month","Bank transfer (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6560,56,1,5669.5,98.7,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
6561,23,1,465.45,19.8,"One year","Mailed check","No","Male","No","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6562,9,1,704.3,73.8,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No"
6563,14,0,1369.8,100.2,"Month-to-month","Electronic check","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
6564,15,0,1107.25,74.9,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6565,5,1,95.55,20.05,"Month-to-month","Credit card (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6566,61,1,6375.2,106.2,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
6567,70,1,8152.3,116.55,"Two year","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
6568,15,1,1566.75,99.7,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
6569,8,1,130.25,19.7,"Two year","Mailed check","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6570,8,1,162.15,19.5,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6571,4,1,110.05,29.15,"Month-to-month","Mailed check","Yes","Female","No","No","No","No","No phone service","DSL","Yes","No","No","No","No","No"
6572,34,1,1885.15,55,"One year","Mailed check","No","Female","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No"
6573,68,1,6302.85,90.8,"Two year","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
6574,45,1,2264.5,51,"One year","Bank transfer (automatic)","No","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","No","Yes"
6575,9,1,816.8,90.1,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No"
6576,22,1,1253.5,59.05,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","Yes","DSL","Yes","No","No","Yes","No","No"
6577,2,1,41.2,20.3,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6578,70,1,5265.55,72.95,"Two year","Bank transfer (automatic)","No","Male","No","Yes","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No"
6579,10,1,693.3,73.55,"One year","Credit card (automatic)","No","Female","No","No","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes"
6580,72,1,5997.1,84.3,"Two year","Credit card (automatic)","No","Male","No","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
6581,49,1,3824.2,78,"One year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","Yes","No","Yes","Yes"
6582,54,1,3886.05,72.1,"One year","Mailed check","No","Female","Yes","No","No","Yes","Yes","DSL","No","Yes","No","Yes","Yes","No"
6583,71,1,7283.25,106.75,"Two year","Credit card (automatic)","Yes","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
6584,22,1,412.55,19.25,"One year","Mailed check","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6585,50,1,1070.25,20.55,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6586,43,1,817.95,20,"One year","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6587,45,1,1171.3,24.65,"Two year","Credit card (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6588,64,1,6548.65,103.5,"Month-to-month","Bank transfer (automatic)","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
6589,23,1,625.65,23.85,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6590,68,1,1911.5,25.8,"Two year","Credit card (automatic)","No","Female","No","Yes","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6591,1,0,70.85,70.85,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
6592,2,0,134.7,69.8,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
6593,26,1,1507,59.45,"One year","Credit card (automatic)","No","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","Yes","No"
6594,55,0,2978.3,54.55,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","No","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes"
6595,14,1,299.3,20.05,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6596,71,1,5832.65,82.55,"Two year","Electronic check","Yes","Male","No","Yes","No","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes"
6597,64,1,5567.55,81.25,"One year","Electronic check","No","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No"
6598,7,0,450.8,70.75,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","Yes","Yes"
6599,57,1,4166.35,74.3,"Two year","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No"
6600,13,0,1215.6,94.1,"Month-to-month","Electronic check","No","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No"
6601,3,0,91.7,29.7,"Month-to-month","Credit card (automatic)","No","Female","No","Yes","Yes","No","No phone service","DSL","Yes","No","No","No","No","No"
6602,72,1,7898.45,109.7,"Two year","Credit card (automatic)","No","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
6603,40,1,3915.4,96.35,"Month-to-month","Credit card (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No"
6604,14,1,979.5,66.6,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","Yes","DSL","No","No","No","Yes","Yes","No"
6605,2,1,90.05,44.5,"Month-to-month","Electronic check","Yes","Male","No","Yes","Yes","Yes","No","DSL","No","No","No","No","No","No"
6606,66,0,7432.05,110.9,"One year","Credit card (automatic)","No","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
6607,38,0,4026.4,105,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
6608,1,0,25.3,25.3,"Month-to-month","Electronic check","Yes","Male","No","No","Yes","No","No phone service","DSL","No","No","No","No","No","No"
6609,22,0,1193.05,55.15,"One year","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","DSL","No","Yes","No","Yes","No","No"
6610,1,0,20.1,20.1,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6611,5,1,398.55,80.1,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No"
6612,29,1,1958.45,69.05,"One year","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","Yes","Yes","No"
6613,1,0,69.9,69.9,"Month-to-month","Mailed check","Yes","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No"
6614,3,1,63.15,20.4,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6615,71,1,1301.1,19.7,"Two year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6616,9,1,484.05,50.1,"Month-to-month","Electronic check","Yes","Male","No","No","Yes","Yes","No","DSL","No","Yes","No","No","No","No"
6617,43,0,4528,101.4,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
6618,48,1,3887.85,83.45,"One year","Credit card (automatic)","Yes","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes"
6619,26,1,2208.75,86.65,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No"
6620,9,1,238.15,20.15,"Month-to-month","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6621,1,0,80.8,80.8,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes"
6622,46,1,958.15,19.4,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6623,2,0,118.3,62.05,"Month-to-month","Bank transfer (automatic)","No","Male","No","No","No","Yes","Yes","DSL","No","No","No","No","No","Yes"
6624,1,0,76.45,76.45,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
6625,64,1,3845.45,60.05,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes"
6626,12,0,1094.5,91.3,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No"
6627,6,0,573.75,95.75,"Month-to-month","Electronic check","Yes","Male","Yes","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
6628,59,1,1267,20.35,"One year","Mailed check","No","Female","No","Yes","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6629,7,1,633.45,94.05,"One year","Mailed check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes"
6630,72,1,6129.65,84.1,"Two year","Credit card (automatic)","Yes","Female","Yes","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes"
